sjj_Y34D9A_152.d	WBGene00021328(npr-23),Y34D9A.2
cenix:42-a4	WBGene00005931(fbxa-199),T06E6.3	WBGene00044759,T06E6.15
sjj_T28B8.5	WBGene00012116(del-4),T28B8.5
sjj_F52F12.1	WBGene00003842(oct-1),F52F12.1
mv_W06A7.2_1	WBGene00012291,W06A7.2
cenix:52-f6	WBGene00012566(fbxa-211),Y37H2A.6
sjj2_F59A7.5a	WBGene00019092,F59A7.5
mv_G_YK4263	WBGene00010892(dhhc-6),M18.8
cenix:118-e3	WBGene00013899,ZC443.4
sjj_C46C11.1	WBGene00016704(hosl-1),C46C11.1
sjj_C01C4.3	WBGene00015293,C01C4.3
cenix:303-a12	WBGene00018828(sdz-21),F54E7.5
cenix:170-f9	WBGene00005490(srh-286),Y59A8A.4
sjj2_F20A1.7a	WBGene00006666(twk-11),F20A1.7
cenix:236-g11	WBGene00011609,T08D2.4
cenix:28-b12	WBGene00008028(scl-6),C39E9.4
sjj_R09A8.5	WBGene00011154,R09A8.5
sjj2_T21C12.4	WBGene00011900,T21C12.4
sjj_ZK652.3	WBGene00044324(ufm-1),ZK652.3
sjj_C29F7.3	WBGene00007812,C29F7.3
mv_B0281.5	WBGene00015112,B0281.5
cenix:309-h5_1	WBGene00019879,R05D3.5
sjj_Y37D8A.12	WBGene00012552(enu-3.5),Y37D8A.12
mv_F56C11.1	WBGene00000253(bli-3),F56C11.1
sjj_Y47G6A_245.b	WBGene00003060(lpd-3),Y47G6A.23
cenix:332-e1	WBGene00003802(npp-16),Y56A3A.17	WBGene00013236,Y56A3A.18
smd_C40A11.6	WBGene00016549,C40A11.6
sjj_ZK455.3	WBGene00013974(npr-9),ZK455.3
sjj_F55C10.1	WBGene00000554(cnb-1),F55C10.1
mv_F53A2.4	WBGene00003829(nud-1),F53A2.4
cenix:183-d1	WBGene00001732(grl-23),E02A10.2
TH:331B8	WBGene00013558,Y75B8A.25
sjj_C17H12.12	WBGene00015937,C17H12.12
sjj_F56C9.3	WBGene00018948,F56C9.3
cenix:218-f1	WBGene00015093,B0261.5
TH:341G2	WBGene00015813(thoc-2),C16A3.8
sjj_F58B4.2	WBGene00010235,F58B4.2
cenix:180-f7	WBGene00005830(srw-83),ZK262.6
sjj2_C41G6.6	WBGene00008057(irld-25),C41G6.6
sjj_B0413.5	WBGene00012672,Y39B6A.10
mv_F58D5.4b	WBGene00002240(ksr-2),F58D5.4
cenix:321-e5	WBGene00011867(chc-1),T20G5.1
cenix:192-f1	WBGene00007109,B0035.6
TH:335A8	WBGene00007065(pot-3),3R5.1
smd_F23A7.4	WBGene00009069,F23A7.4
cenix:146-d11	WBGene00007059(vps-52),F08C6.3
sjj_Y34D9A_150.d	WBGene00021331(glrx-10),Y34D9A.6
mv_C46F11.2	WBGene00008117(gsr-1),C46F11.2
cenix:182-a2	WBGene00016234,C29G2.6
cenix:104-b7	WBGene00005433(srh-223),F47C12.3
mv_F52F10.4	WBGene00018708(oac-32),F52F10.4
cenix:128-e9	WBGene00000603(col-14),C46A5.3
sjj_T01C3.6	WBGene00004485(rps-16),T01C3.6	WBGene00011325,T01C3.11
TH:322F6	WBGene00007610,C15H7.3
mv_AAC32854	WBGene00006671(twk-17),C44E12.3
cenix:219-c12	WBGene00017387(mpst-4),F11G11.9
mv_R05H5.7	WBGene00011041,R05H5.7
cenix:125-f3	WBGene00011759(mrps-18B),T13H5.5
mv_Y55F3C.h	WBGene00021947(srt-23),Y55F3C.2
sjj_T15D6.3	WBGene00001642(gly-17),T15D6.3
mv_C05D11.3	WBGene00006515(txdc-9),C05D11.3
sjj_T23D8.1	WBGene00003397(mom-5),T23D8.1
mv_F55C12.6	WBGene00018873,F55C12.6
cenix:92-b6	WBGene00015188,B0432.7
cenix:335-a1	WBGene00008000(slc-17.2),C38C10.2
mv_ZK899.3	WBGene00014142,ZK899.3
smd_F58F6.6:2	WBGene00019054,F58F6.6
mv_Y113G7B.21	WBGene00007017(mdt-17),Y113G7B.18
cenix:208-e4	WBGene00004286(rab-39),D2013.1
sjj_F17E9.8	WBGene00017544(lgc-6),F17E9.8
sjj_F59E10.3	WBGene00010333(copz-1),F59E10.3
cenix:312-b9	WBGene00000143(apc-2),K06H7.6
cenix:238-c7	WBGene00016054,C24D10.2
mv_F22F1.3	WBGene00017715,F22F1.3
sjj2_K06C4.6a	WBGene00003386(mod-1),K06C4.6
mv_F26E4.6	WBGene00009161,F26E4.6
cenix:219-e12_1	WBGene00022670,ZK177.2
cenix:30-h10	WBGene00009931,F52D10.4
sjj_Y7A5A.3	WBGene00012409,Y7A5A.3
mv_BAA33488	WBGene00001465(flr-1),F02D10.5
mv_ZC412.4	WBGene00013885,ZC412.4
cenix:160-g5	WBGene00008769(mrpl-13),F13G3.11
cenix:83-e11	WBGene00007999(tag-297),C38C6.6
cenix:207-h9	WBGene00050941,C33F10.14
cenix:23-h1	WBGene00045301(fbxc-9),C44C8.10
sjj_C52A11.1	WBGene00007490(mks-5),C09G5.8
sjj_W04D12.1	WBGene00021029,W04D12.1
sjj_ZK353.1	WBGene00022697(cyy-1),ZK353.1
mv_T13F2.11_3	WBGene00003466(msp-79),T13F2.10
TH:220-c1	WBGene00021235,Y19D10B.6
cenix:50-d4	WBGene00016786(cyp-35A4),C49G7.8
mv_Y50E8A.7	WBGene00013050(lipl-8),Y50E8A.7
sjj_W03F8.5	WBGene00002247(lam-1),W03F8.5
sjj_T05H10.2	WBGene00000151(apn-1),T05H10.2
sjj_F54F3.3	WBGene00010062(lipl-1),F54F3.3
sjj2_F26G1.10	WBGene00044663,F26G1.10
mv_K07A12.4	WBGene00000209(asg-1),K07A12.3	WBGene00010622,K07A12.4	WBGene00010623,K07A12.5	WBGene00010624(mrps-15),K07A12.7
WBPaper00038381:F43E2_1_1	WBGene00002008(hsp-4),F43E2.8
cenix:201-d3	WBGene00008136,C47D12.2
sjj_F39C12.1	WBGene00018193,F39C12.1
mv_R06F6.6	WBGene00011069(ceh-62),R06F6.6	WBGene00269421,R06F6.14
mv_C10H11.7	WBGene00015696,C10H11.7
sjj_C27H6.2	WBGene00007784(ruvb-1),C27H6.2
sjj_T22B7.3	WBGene00020672,T22B7.3
sjj_D2030.6	WBGene00004178(prg-1),D2030.6
mv_ZK1248.8	WBGene00022877(wago-5),ZK1248.7
sjj_R07C3.10	WBGene00019926(fbxc-27),R07C3.10
mv_F08G5.4	WBGene00000704(col-130),F08G5.4
TH:195-g2_1	WBGene00008788,F14D7.1
sjj2_B0331.2	WBGene00007141(pitr-4),B0331.2
sjj_ZK795.2	WBGene00014082,ZK795.2
smd_C31A11.9:2	WBGene00006247(str-214),C31A11.9
cenix:334-f1	WBGene00019832(osg-1),R02F2.2	WBGene00019837,R02F2.8
mv_Y44E3B.1	WBGene00021552(zip-4),Y44E3B.1
cenix:182-h6_4	WBGene00019072(fbxc-8),F58H7.7
mv_Y75B12B.6	WBGene00004037(plc-2),Y75B12B.6	WBGene00045402,Y75B12B.13
cenix:214-h3	WBGene00004473(rps-4),Y43B11AR.4
cenix:70-e6	WBGene00019578,K09E3.7
sjj2_H38K22.6	WBGene00044911,H38K22.6
sjj2_D1044.3	WBGene00004114(pqn-25),D1044.3
cenix:303-a4	WBGene00003619(nhr-20),F43C1.4
cenix:160-h12	WBGene00009070,F23A7.5
sjj_C06A12.1	WBGene00004061(pmp-4),T02D1.5
sjj_T12D8.1	WBGene00011729(set-16),T12D8.1
cenix:35-g7	WBGene00011472,T05C12.9
mv_F27C1.4	WBGene00017854,F27C1.4
cenix:66-a3	WBGene00016179,C28C12.3
sjj_F18C12.3	WBGene00008934,F18C12.3
cenix:121-h6	WBGene00010879,M05D6.6
TH:309B10	WBGene00017952,F31E3.6
cenix:145-h8	WBGene00000529(clh-2),B0491.8
mv_C08B6.8	WBGene00007429,C08B6.8
cenix:85-e7	WBGene00018158(comp-1),F37E3.3
cenix:215-b4	WBGene00022005,Y59H11AM.1
sjj_C30C11.2	WBGene00004460(rpn-3),C30C11.2
TH:328C2	WBGene00077531,F40G9.15
cenix:51-a9	WBGene00001050(dom-3),F54C1.2
cenix:122-f9	WBGene00012476,Y18D10A.3
sjj2_Y95B8A.2	WBGene00022383,Y95B8A.2
mv_G_YK2320	WBGene00007236,C01G10.9
sjj2_C29A12.4	WBGene00007799(nrx-1),C29A12.4
cenix:103-b10	WBGene00021389,Y38A10A.2
mv_T07F8.1	WBGene00020318,T07F8.1
sjj_ZK909.4	WBGene00000469(ces-2),ZK909.4
sjj_F53F8.4	WBGene00010001,F53F8.4
sjj_F26G5.4	WBGene00006240(str-207),F26G5.4
mv_Y45G5AR.a	WBGene00021561,Y45G5AM.9
cenix:198-h5_1	WBGene00019339,K02F6.5
TH:304H4	WBGene00016013,C23G10.6
sjj_H12D21.2_1	WBGene00013890,ZC412.9
sjj_W02D3.4	WBGene00020933,W02D3.4
cenix:43-d10	WBGene00018696(pho-6),F52E1.8
sjj_F37D6.4	WBGene00009510,F37D6.4
sjj_C31H2.4	WBGene00016294,C31H2.4
cenix:10-a4	WBGene00010061,F54E12.2
WBPaper00038381:C02B10_1_1	WBGene00015330,C02B10.5
mv_F39H11.1	WBGene00009565,F39H11.1
mv_AAC47238	WBGene00003777(nmy-2),F20G4.3
cenix:22-h6	WBGene00007660,C17H1.7
sjj_T12F5.1	WBGene00020466(sld-2),T12F5.1
sjj_T28H11.5	WBGene00006051(ssq-2),T28H11.5
cenix:340-h6	WBGene00002850(let-716),C16A3.3
smd_C10F3.1	WBGene00015677(cpg-4),C10F3.1
mv_T25B9.7	WBGene00012013(ugt-54),T25B9.7
mv_F53C11.3	WBGene00009973,F53C11.3
cenix:167-g7	WBGene00020896,T28D9.4
cenix:109-e2	WBGene00010743,K10D6.3	WBGene00010744,K10D6.4
cenix:33-e6	WBGene00017339,F10D7.2
sjj_C25A1.5	WBGene00007707,C25A1.5
sjj_K02F6.5	WBGene00019339,K02F6.5
sjj_F14D2.11	WBGene00017459,F14D2.11
cenix:67-a5	WBGene00010120(dot-1.4),F55G7.2
cenix:156-a6	WBGene00011828(nepr-1),T19A6.3
mv_B0222.7	WBGene00000718(col-145),B0222.7
sjj_Y87G2A.f	WBGene00013593,Y87G2A.1
sjj2_C13D9.5	WBGene00015737(srsx-12),C13D9.5
sjj_C17A2.5	WBGene00015873(oac-4),C17A2.5
mv_W07B3.a	WBGene00001561(gei-4),W07B3.2
mv_BE10.4	WBGene00007212,BE10.4
cenix:232-g3	WBGene00020772,T24E12.2
sjj_F33A8.2	WBGene00003756(nlp-18),F33A8.2
cenix:152-a8	WBGene00002079(xpo-2),Y48G1A.5
cenix:139-e2	WBGene00009456,F36A2.9
cenix:121-c9	WBGene00044070(set-18),T22A3.4
mv_Y49C4A.e	WBGene00005896(srx-5),Y49C4A.4	WBGene00021708(srbc-37),Y49C4A.3
cenix:142-d4_1	WBGene00013107,Y51H4A.13
sjj_C27D8.1	WBGene00007777,C27D8.1
sjj_W10D9.5	WBGene00021133(tomm-22),W10D9.5
mv_F38B6.6	WBGene00018175,F38B6.6
sjj2_F12D9.1a	WBGene00017400(stg-2),F12D9.1
mv_Y46E12A.d	WBGene00000560(cnc-6),Y46E12A.1
mv_C34B2.7	WBGene00016392(sdha-2),C34B2.7
cenix:307-b8	WBGene00022420,Y102E9.2
mv_AAA28067_1	WBGene00002020(hsp-16.49),T27E4.9
mv_F19B6.3	WBGene00008949,F19B6.3
sjj_C24H12.8	WBGene00016077,C24H12.8
cenix:131-c7	WBGene00010856,M04C9.1
cenix:48-a8	WBGene00011254,R12G8.1
sjj_Y97E10A_262.d	WBGene00022398,Y97E10AR.3
mv_Y51H7C.a	WBGene00021791,Y51H7C.13
sjj_T06D4.1	WBGene00020290,T06D4.1
cenix:240-g2	WBGene00003585(ndx-8),Y87G2A.14
sjj_F55C7.4	WBGene00006805(unc-73),F55C7.7
mv_F42A10.1.v5	WBGene00018339(abcf-3),F42A10.1
cenix:15-g9	WBGene00015030,B0207.7
sjj_F26C11.2	WBGene00006744(unc-4),F26C11.2
cenix:84-h5	WBGene00007991,C37A5.7
mv_F25H2.13	WBGene00009124(rtel-1),F25H2.13
sjj_T14G8.4	WBGene00011772,T14G8.4
cenix:223-f3	WBGene00005944(srx-53),T27C5.2
mv_F37B1.8	WBGene00001767(gst-19),F37B1.8
cenix:235-h10	WBGene00001630(gly-5),Y39E4B.12
sjj2_T25B9.1	WBGene00012007,T25B9.1
sjj2_T26H5.9	WBGene00044206,T26H5.9
mv_F35E8.7	WBGene00009421,F35E8.7
sjj_ZK1236.7	WBGene00022865(ufbp-1),ZK1236.7
cenix:159-e3	WBGene00016763,C49A9.9
cenix:138-d8	WBGene00003732(nhx-4),F14B8.1
mv_AAC14263	WBGene00003559(ncl-1),ZK112.2
cenix:304-d1	WBGene00017163(dnpp-1),F01F1.9
mv_Y71A12B.d	WBGene00013501,Y71A12B.3
mv_Y46G5A.30	WBGene00004904(snf-5),Y46G5A.30
cenix:183-h8	WBGene00000025(abu-2),F19G12.7
sjj_ZK488.9	WBGene00005856(srw-109),ZK488.9
mv_Y19D10B.a_1	WBGene00017499(pud-1.1),F15E11.13
cenix:231-h11	WBGene00019839,R02F11.1
sjj_R13A5.11	WBGene00020053,R13A5.11
cenix:56-a3	WBGene00010924,M153.1
sjj_C26B2.1	WBGene00016124(dnc-4),C26B2.1
cenix:207-d7	WBGene00015207,B0495.8
mv_C38D4.5	WBGene00008006(tag-325),C38D4.5
cenix:115-a1	WBGene00008617,F09C6.3
cenix:51-g9	WBGene00002203(kin-20),F46F2.2
sjj_B0464.4	WBGene00000268(bre-3),B0464.4
mv_F36F12.7	WBGene00018098,F36F12.7
sjj_T24B8.4	WBGene00011978,T24B8.4
sjj_T18D3.1	WBGene00011820,T18D3.1
mv_C49C3.11	WBGene00008201,C49C3.11	WBGene00189993,C49C3.21
sjj_ZK1037.1	WBGene00014190(irld-62),ZK1037.1
mv_F42A6.2	WBGene00018324,F42A6.2
mv_W04A8.4	WBGene00012239,W04A8.4
cenix:102-c7	WBGene00015799,C15H9.3
TH:301A2	WBGene00000396(cdh-4),F25F2.2
mv_K06C4.8	WBGene00019444(frpr-11),K06C4.8
sjj2_F26F12.7.1	WBGene00002637(let-418),F26F12.7
mv_Y18D10A.2	WBGene00012475,Y18D10A.2
mv_T20B12.3	WBGene00020601,T20B12.3
sjj2_F58A4.14	WBGene00043992(bbs-4),F58A4.14
mv_F56A11.6	WBGene00018926,F56A11.6
TH:324E5	WBGene00014205,ZK1058.5
cenix:100-g5	WBGene00022511,ZC53.4
mv_K08H2.8	WBGene00003626(nhr-32),K08H2.8
sjj2_F56D6.8	WBGene00044292,F56D6.8
smd_5C18B12.2	WBGene00007664(seb-3),C18B12.2
mv_T28C6.3	WBGene00012119,T28C6.3
cenix:95-h2	WBGene00017794(mltn-13),F25F6.1
mv_F08B4.4	WBGene00017236,F08B4.4
cenix:301-f7	WBGene00018612(disl-2),F48E8.6
sjj_Y75B8A.8	WBGene00013545,Y75B8A.8
cenix:59-c12	WBGene00008737(gnrr-7),F13D2.3
sjj_F18G5.6	WBGene00017582,F18G5.6
sjj2_ZK697.14	WBGene00022809,ZK697.14
mv_C07D10.3	WBGene00015568(sre-3),C07D10.3
mv_Y106G6D.3	WBGene00013700,Y106G6D.3
mv_Y55D9A.2b	WBGene00013224,Y55D9A.2
sjj_F21F3.4	WBGene00017674,F21F3.4
smd_T07G12.9	WBGene00011600(zim-2),T07G12.10
cenix:197-c2_1	WBGene00018552(srt-19),F47D2.1
sjj_C11D9.1	WBGene00015704(tiam-1),C11D9.1
cenix:236-a1	WBGene00003119(mac-1),Y48C3A.7
sjj_D1081.4	WBGene00008382,D1081.4	WBGene00086554,D1081.12
mv_F22B3.1_9	WBGene00001879(his-5),F45F2.3
mv_C23G10.6	WBGene00016013,C23G10.6
smd_ZK1067.3	WBGene00014209,ZK1067.3
mv_F56D12.1	WBGene00000112(alh-6),F56D12.1
mv_B0546.3	WBGene00015250,B0546.3
mv_Y110A2AL.5	WBGene00022442,Y110A2AL.5
mv_B0035.11	WBGene00007110(leo-1),B0035.11
cenix:151-h1	WBGene00021152(mgl-3),Y4C6A.2
cenix:18-d3	WBGene00008053(cdc-48.2),C41C4.8
mv_CAA82225	WBGene00003976(pes-1),T28H11.4
cenix:303-c11	WBGene00017033(nekl-4),D1044.8
TH:329F4	WBGene00003022(lin-37),ZK418.4	WBGene00022733(tmem-17),ZK418.3	WBGene00045190,R01H2.8
mv_F33A8.3	WBGene00000472(cey-1),F33A8.3
mv_C30C11.3	WBGene00022865(ufbp-1),ZK1236.7
cenix:109-a10	WBGene00005702(sru-39),F46B6.11
sjj_F35G2.5	WBGene00009438,F35G2.5
mv_C10A4.6	WBGene00015667,C10A4.6
sjj_B0281.6	WBGene00015113,B0281.6
sjj2_F47G9.3	WBGene00009830(cutl-18),F47G9.3
cenix:222-g5	WBGene00003600(nhr-1),R09G11.2
mv_AAA85632	WBGene00003564(ncs-2),F10G8.5
mv_ZC513.5	WBGene00022629,ZC513.5
sjj_F10D11.3	WBGene00008649,F10D11.3
[cgc5674]:F42A8.2	WBGene00006433(sdhb-1),F42A8.2
cenix:149-e7	WBGene00009791,F46F3.3
cenix:155-h7	WBGene00014160,ZK938.3
TH:331D6	WBGene00013039(scav-3),Y49E10.20
sjj_C50F4.1	WBGene00008229,C50F4.1
smd_Y71F9A_269.a	WBGene00022121(cogc-3),Y71F9AM.4
mv_Y57A10C.1	WBGene00013280,Y57A10C.1
sjj_F46B3.5	WBGene00001691(grd-2),F46B3.5
mv_T22D1.6	WBGene00020685,T22D1.6
cenix:113-a8	WBGene00015673,C10E2.2
mv_T27B7.1	WBGene00003649(nhr-59),T27B7.1
sjj_Y55F3A_747.e	WBGene00021945(lem-4),Y55F3BR.8
sjj_F52E4.6	WBGene00006948(wrt-2),F52E4.6
cenix:240-f11	WBGene00007006(npr-3),C10C6.2
cenix:326-d8	WBGene00008513,F02A9.1
TH:312D12	WBGene00017807,F26A1.9
sjj_Y19D10A.q	WBGene00021216,Y19D10A.1
cenix:163-a11	WBGene00000450(ceh-28),K03A11.3
sjj_F45F2.2	WBGene00001913(his-39),F45F2.2
sjj_W05H7.1	WBGene00021044,W05H7.1
sjj_F09G2.1	WBGene00017310,F09G2.1
TH:334C8	WBGene00008169,C48B4.6	WBGene00014226,ZK1098.11
cenix:43-e12	WBGene00019626,K10C9.7
smd_ZK1248.15	WBGene00022883,ZK1248.15
cenix:188-e8	WBGene00021251,Y22D7AL.13
cenix:246-c2	WBGene00015905,C17E7.12
sjj_E02H9.8	WBGene00003711(nhr-121),E02H9.8
mv_ZK970.1	WBGene00014171(nep-26),ZK970.1
cenix:143-c10	WBGene00021288(clec-123),Y25C1A.1
cenix:109-g7	WBGene00020409,T10D4.7
mv_R10E8.2	WBGene00011208,R10E8.2
mv_C09H10.10	WBGene00007504,C09H10.10
cenix:240-a11	WBGene00003712(nhr-122),Y41D4B.9
sjj_C50H2.2	WBGene00001211(egl-47),C50H2.2
cenix:219-b5_4	WBGene00019073(fbxc-3),F58H7.8
cenix:229-f1	WBGene00013730(sql-1),Y111B2A.4
mv_C46A5.6	WBGene00016699(del-7),C46A5.2	WBGene00016702,C46A5.6
sjj_Y41C4A.6	WBGene00012753,Y41C4A.6
cenix:11-a5	WBGene00001865(him-6),T04A11.6
mv_Y50D4A.c	WBGene00021738,Y50D4A.4
cenix:148-a6	WBGene00010116,F55F3.2
sjj2_F36A4.8	WBGene00018085(ttr-20),F36A4.8
cenix:57-b5	WBGene00009771,F46B6.6
mv_F08G2.7	WBGene00008578,F08G2.7
cenix:67-e11	WBGene00006241(str-208),F26G5.2
cenix:117-f12	WBGene00009774,F46B6.9
TH:311E5	WBGene00019630(emb-1),K10D2.4
mv_W01A8.4	WBGene00012166(nuo-6),W01A8.4
sjj_ZK596.3	WBGene00014008,ZK596.3
sjj_C13D9.6	WBGene00015738(srsx-13),C13D9.6
sjj_Y37A1B.7	WBGene00012540,Y37A1B.7
sjj_C08H9.6	WBGene00007466(chil-2),C08H9.6
sjj_T11F9.11	WBGene00000982(dhs-19),T11F9.11
sjj_Y46G5.i	WBGene00044164,Y46G5A.39
mv_Y63D3A.10	WBGene00013409(fbxb-56),Y63D3A.10
sjj_C17C3.4	WBGene00002094(ins-11),C17C3.4
cenix:198-d1	WBGene00010354(cyp-31A2),H02I12.8
sjj_Y39B6B.m	WBGene00012689,Y39B6A.30
sjj_C13F10.6	WBGene00015745,C13F10.6
mv_F44A6.5	WBGene00009677,F44A6.5
sjj2_Y43B11AR.4.1	WBGene00004473(rps-4),Y43B11AR.4
mv_ZK84.4_2	WBGene00007085,AH10.4
cenix:161-g3	WBGene00009196,F28B1.2
mv_G_YK3001	WBGene00001649(gob-1),H13N06.3
mv_C41H7.3	WBGene00016573,C41H7.3
cenix:187-b2	WBGene00020268(hpo-19),T05H4.5
cenix:118-f3	WBGene00022404(srsx-5),Y97E10B.2
cenix:196-g8	WBGene00007967(cyp-25A4),C36A4.6
smd_9C26E6.11	WBGene00016144(mmab-1),C26E6.11
sjj_C01G12.5	WBGene00007245,C01G12.5
mv_F16D3.7	WBGene00008890(ser-5),F16D3.7
sjj_F13H6.5	WBGene00017433,F13H6.5
cenix:304-b4	WBGene00020549(nmt-1),T17E9.2
mv_Y59E9AL.6	WBGene00021996,Y59E9AL.6
TH:331D10	WBGene00023483,Y75B8A.39
sjj_B0414.2	WBGene00004393(rnt-1),B0414.2
cenix:234-c7	WBGene00017053,D2024.5
cenix:70-a6	WBGene00019550,K09C4.5
mv_D2045.6	WBGene00000836(cul-1),D2045.6
cenix:141-d3	WBGene00020296,T07A9.8
TH:311G4	WBGene00018949(acbp-4),F56C9.5
TH:219-g11	WBGene00020381,T09B4.7
cenix:37-e7	WBGene00008687,F11A10.6
sjj_C50H11.7	WBGene00005400(srh-185),C50H11.7
cenix:109-c7	WBGene00011594,T07G12.3
smd_ZC64.2	WBGene00022515(ttr-48),ZC64.2
cenix:129-d7	WBGene00007806(clec-230),C29F3.5
sjj_H08J11_20.a	WBGene00019173,H08J11.2
sjj_F54D12.1	WBGene00018815,F54D12.1
sjj_D1007.3	WBGene00017001,D1007.3
mv_F38A5.5	WBGene00018169(nspb-2),F38A5.12
sjj_F21D9.8	WBGene00009021,F21D9.8
sjj_C44C8.1_3	WBGene00016646(fbxc-5),C44C8.1
sjj_E01G6.1	WBGene00008449,E01G6.1
mv_H32C10.2	WBGene00003019(lin-33),H32C10.2
cenix:108-b10	WBGene00010200,F57C7.4
cenix:12-b11	WBGene00018308,F41G4.4
sjj2_C50E3.9	WBGene00016820,C50E3.9
sjj_K12D12.3	WBGene00000659(col-84),K12D12.3	WBGene00003789(npp-3),K12D12.2
cenix:206-h12	WBGene00020311,T07D3.9
cenix:40-e7	WBGene00017366,F10G2.7
mv_T10H9.2	WBGene00004740(scd-2),T10H9.2
mv_F13E9.3	WBGene00008752(fipr-15),F13E9.3	WBGene00044797,F13E9.13
cenix:332-a7_3	WBGene00016525(fbxa-12),C39B5.7
sjj_T04B8.1	WBGene00019497,K07E8.6	WBGene00020203,T04B8.1
sjj_C52E2.c	WBGene00016884,C52E2.5
mv_AC3.8	WBGene00007073(ugt-2),AC3.8
cenix:188-g2	WBGene00020988,W03D8.7
cenix:108-e1	WBGene00017941,F31A9.2
cenix:240-c11	WBGene00022706,ZK354.3
sjj_Y41D4A_3613.c	WBGene00005024(sqv-6),Y50D4C.4
cenix:72-h7	WBGene00011884(enol-1),T21B10.2
sjj_F37A4.7	WBGene00004316(rbf-1),F37A4.7
sjj_F13D12.2	WBGene00002262(ldh-1),F13D12.2
mv_F15A4.9	WBGene00008843(arrd-9),F15A4.9
sjj_F56F4.6	WBGene00018982(abt-6),F56F4.6
mv_T06A1.1	WBGene00020277,T06A1.1
mv_C49C8.6	WBGene00016770,C49C8.6
mv_F55B12.4	WBGene00010089(hpo-31),F55B12.4
mv_C08F8.2	WBGene00007444,C08F8.2
sjj_T12B5.3	WBGene00020450(fbxa-10),T12B5.3
mv_ZK20.1	WBGene00013923(ghi-1),ZK20.1
mv_F41B5.4	WBGene00018262(cyp-33C3),F41B5.4
cenix:213-b1_1	WBGene00006140(str-81),T26H2.6
cenix:58-a11	WBGene00005585(sri-73),C14C6.10
sjj_C44C1.1	WBGene00016641,C44C1.1
mv_AAC98294	WBGene00000819(csp-1),Y48E1B.13
mv_Y39G8B.3	WBGene00012724(sre-48),Y39G8B.3
cenix:222-a8_1	WBGene00011420,T04A11.5
cenix:21-d11	WBGene00015043(cyp-34A8),B0213.14
mv_T07A9.1	WBGene00020295(pqbp-1.2),T07A9.1
mv_C05E11.6	WBGene00015495,C05E11.6
sjj_Y51H7C_255.a	WBGene00021787,Y51H7C.9
mv_ZK1127.1	WBGene00003784(nos-2),ZK1127.1
sjj2_C05B5.7	WBGene00004344(rgs-1),C05B5.7
sjj_F13A2.8	WBGene00003708(nhr-118),F13A2.8
cenix:211-a4	WBGene00019288,K02A2.1
sjj_D2062.2	WBGene00005549(sri-37),D2062.2
cenix:186-c9	WBGene00001757(gst-9),R05F9.5
mv_Y38H6C.3	WBGene00012616(dct-14),Y38H6C.3
mv_T03A1.a_4	WBGene00000140(anc-1),ZK973.6
sjj_E04F6.9	WBGene00017128,E04F6.9
mv_T22B11.2	WBGene00044620(bus-4),T22B11.2
sjj_T07H8.1	WBGene00005907(srx-16),T07H8.1
mv_C38D4.2_1	WBGene00021034(enu-3.4),W05F2.2
mv_Y18D10A.f	WBGene00001746(gsk-3),Y18D10A.5
cenix:73-f9	WBGene00006745(unc-5),B0273.4
mv_K02F3.10	WBGene00019333(moma-1),K02F3.10
cenix:186-f3	WBGene00010678,K08F4.3
cenix:207-b6	WBGene00001340(etr-1),T01D1.2
mv_C52B9.8	WBGene00016868,C52B9.8
mv_R05A10.3	WBGene00011020,R05A10.3
mv_B0303.2	WBGene00015124(anmt-1),B0303.2
mv_W02C12.2	WBGene00020929,W02C12.2
cenix:87-b11	WBGene00004226(ptr-12),K07A3.2
sjj_F29A7.8	WBGene00017918,F29A7.8
mv_R02D3.5	WBGene00019823(fnta-1),R02D3.5
cenix:115-b7	WBGene00006096(str-30),T27C4.3
mv_K03B8.4	WBGene00010523,K03B8.4
WBPaper00025190:tbx-9	WBGene00006546(tbx-9),T07C4.6
sjj_Y71H2_391.c	WBGene00022191,Y71H2B.1
sjj_F52F10.5	WBGene00018709(srsx-8),F52F10.5
sjj_F54F7.3	WBGene00010065,F54F7.3
mv_C07A12.3	WBGene00003628(nhr-35),C07A12.3
sjj_K02D7.2	WBGene00019299(snai-1),K02D7.2
mv_W07G1.6	WBGene00012333(sre-43),W07G1.6
mv_T10F2.4	WBGene00020423(prp-19),T10F2.4
sjj_F49E8.4	WBGene00000392(cdd-2),F49E8.4
sjj_Y50D4C_14.a	WBGene00021749,Y50D4C.5
cenix:134-g7	WBGene00003404(mpz-1),C52A11.4
mv_K02F3.8	WBGene00019331(dos-3),K02F3.8
mv_F41D3.11	WBGene00009616,F41D3.11
mv_W06G6.6	WBGene00005823(srw-76),W06G6.6
cenix:37-f6	WBGene00194707,C53A5.17
mv_C17C3.4	WBGene00002094(ins-11),C17C3.4
mv_F22G12.4	WBGene00009064,F22G12.4
sjj_ZC190.6	WBGene00022540,ZC190.6
mv_Y54E10BL.2	WBGene00000625(col-48),Y54E10BL.2
cenix:13-a4	WBGene00001513(gad-1),T05H4.14
mv_F30F8.8	WBGene00006386(taf-5),F30F8.8
sjj_ZK1127.7_1	WBGene00010785(top-2),K12D12.1
mv_F35G12.11	WBGene00009444,F35G12.11
cenix:20-h11	WBGene00003828(nuc-1),C07B5.5
sjj_R05A10.4	WBGene00011021,R05A10.4
